cn_id,hateSpeech,counterSpeech,split,cn_keyword,num_cn_keyword,hs_keyword,num_hs_keyword,num_doc_retrieved
ENT1ST0003HS0055CN000076P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","Islam isn't incompatible with your way of life, the biggest obstacle to integration is intolerance and false fearmongering like this. How many Muslims have you met that were rapists/murderers/had slaves?",valid,"way of life, intolerance, integration, many Muslims, false fearmongering",5,"worship, murder people, religion, islamic, rape",5,78143
ENT1ST0003HS0055CN000076P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"Islam isn't incompatible with your way of life, the biggest obstacle to integration is intolerance and false fearmongering like this. How many Muslims have you met that were rapists/murderers/had slaves?",test,"way of life, intolerance, integration, many Muslims, false fearmongering",5,"it is beliefs, people rape children, violence, Islam, religion",5,94082
ENT1ST0003HS0055CN000077,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",This is not true. How can you say that about 1.6 billion people?,train,people,1,"way of life, murder people, rape children, Islam, religion",5,564663
ENT1ST0003HS0055CN000077P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",This is not true. How can you say that about 1.6 billion people?,valid,people,1,"worship, murder people, religion, islamic, rape",5,578207
ENT1ST0003HS0055CN000077P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,This is not true. How can you say that about 1.6 billion people?,test,people,1,"it is beliefs, people rape children, violence, Islam, religion",5,580069
ENT1ST0003HS0055CN000078,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",Biased media coverage over-represents Muslims as committing these crimes. How much media attention does the Vatican's child sex abuse scandal got in comparison?,train,"biased media coverage over-represents Muslims, much media attention, child sex abuse scandal, Vatican 's child, committing",5,"way of life, murder people, rape children, Islam, religion",5,41122
ENT1ST0003HS0055CN000078P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",Biased media coverage over-represents Muslims as committing these crimes. How much media attention does the Vatican's child sex abuse scandal got in comparison?,valid,"biased media coverage over-represents Muslims, much media attention, child sex abuse scandal, Vatican 's child, committing",5,"worship, murder people, religion, islamic, rape",5,73231
ENT1ST0003HS0055CN000078P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,Biased media coverage over-represents Muslims as committing these crimes. How much media attention does the Vatican's child sex abuse scandal got in comparison?,test,"biased media coverage over-represents Muslims, much media attention, child sex abuse scandal, Vatican 's child, committing",5,"it is beliefs, people rape children, violence, Islam, religion",5,89399
ENT1ST0003HS0055CN000079,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","The demonisation of the Muslim community is the real problem here. Comments like this are the catalysts that drive chasms across our communities, not Islam.",train,"muslim community, demonisation, real problem, Islam, chasms",5,"way of life, murder people, rape children, Islam, religion",5,37288
ENT1ST0003HS0055CN000079P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","The demonisation of the Muslim community is the real problem here. Comments like this are the catalysts that drive chasms across our communities, not Islam.",valid,"muslim community, demonisation, real problem, Islam, chasms",5,"worship, murder people, religion, islamic, rape",5,74376
ENT1ST0003HS0055CN000079P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"The demonisation of the Muslim community is the real problem here. Comments like this are the catalysts that drive chasms across our communities, not Islam.",test,"muslim community, demonisation, real problem, Islam, chasms",5,"it is beliefs, people rape children, violence, Islam, religion",5,86289
ENT1ST0003HS0055CN000080,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","Fake news and fearmongering does not help anyone, when you are ready for a rational discussion on stopping child rape, slavery or murders get in touch.",train,"rational discussion, fake news, child rape, murders, stopping",5,"way of life, murder people, rape children, Islam, religion",5,54945
ENT1ST0003HS0055CN000080P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","Fake news and fearmongering does not help anyone, when you are ready for a rational discussion on stopping child rape, slavery or murders get in touch.",valid,"rational discussion, fake news, child rape, murders, stopping",5,"worship, murder people, religion, islamic, rape",5,86369
ENT1ST0003HS0055CN000080P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"Fake news and fearmongering does not help anyone, when you are ready for a rational discussion on stopping child rape, slavery or murders get in touch.",test,"rational discussion, fake news, child rape, murders, stopping",5,"it is beliefs, people rape children, violence, Islam, religion",5,101239
ENT1ST0003HS0055CN000081,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","Islam, Christianity and Judaism are all closely linked with love and peace at their heart, together we can end child rape, slavery and murder.",train,"Judaism, Christianity, child rape, heart, slavery",5,"way of life, murder people, rape children, Islam, religion",5,123157
ENT1ST0003HS0055CN000081P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","Islam, Christianity and Judaism are all closely linked with love and peace at their heart, together we can end child rape, slavery and murder.",valid,"Judaism, Christianity, child rape, heart, slavery",5,"worship, murder people, religion, islamic, rape",5,152737
ENT1ST0003HS0055CN000081P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"Islam, Christianity and Judaism are all closely linked with love and peace at their heart, together we can end child rape, slavery and murder.",test,"Judaism, Christianity, child rape, heart, slavery",5,"it is beliefs, people rape children, violence, Islam, religion",5,166655
ENT1ST0003HS0055CN000082,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",[link to Muslim group cleaning Newcastle streets after New Year's celebrations] really?,train,"muslim group cleaning, New Year, Newcastle streets, celebrations",4,"way of life, murder people, rape children, Islam, religion",5,46274
ENT1ST0003HS0055CN000082P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",[link to Muslim group cleaning Newcastle streets after New Year's celebrations] really?,valid,"muslim group cleaning, New Year, Newcastle streets, celebrations",4,"worship, murder people, religion, islamic, rape",5,78643
ENT1ST0003HS0055CN000082P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,[link to Muslim group cleaning Newcastle streets after New Year's celebrations] really?,test,"muslim group cleaning, New Year, Newcastle streets, celebrations",4,"it is beliefs, people rape children, violence, Islam, religion",5,94810
ENT1ST0003HS0055CN000083,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","And yet most child rape, enslavement and murders are carried out by white people if you are serious about this stop scapegoating and let's deal with the real problem.",train,"serious about this stop, most child rape, enslavement, stop scapegoating, white people",5,"way of life, murder people, rape children, Islam, religion",5,36998
ENT1ST0003HS0055CN000083P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","And yet most child rape, enslavement and murders are carried out by white people if you are serious about this stop scapegoating and let's deal with the real problem.",valid,"serious about this stop, most child rape, enslavement, stop scapegoating, white people",5,"worship, murder people, religion, islamic, rape",5,69642
ENT1ST0003HS0055CN000083P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"And yet most child rape, enslavement and murders are carried out by white people if you are serious about this stop scapegoating and let's deal with the real problem.",test,"serious about this stop, most child rape, enslavement, stop scapegoating, white people",5,"it is beliefs, people rape children, violence, Islam, religion",5,85763
ENT1ST0003HS0055CN000084,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","Islam has also given our world many benefits, such as mathematics and architecture. It is impossible to take it out of our life!",train,"many benefits, life, architecture, world, Islam",5,"way of life, murder people, rape children, Islam, religion",5,506552
ENT1ST0003HS0055CN000084P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","Islam has also given our world many benefits, such as mathematics and architecture. It is impossible to take it out of our life!",valid,"many benefits, life, architecture, world, Islam",5,"worship, murder people, religion, islamic, rape",5,526484
ENT1ST0003HS0055CN000084P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"Islam has also given our world many benefits, such as mathematics and architecture. It is impossible to take it out of our life!",test,"many benefits, life, architecture, world, Islam",5,"it is beliefs, people rape children, violence, Islam, religion",5,531891
ENT1ST0003HS0055CN000085,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","Rape, enslavement, and murder are all common occurrences in the Bible. Many religions talk of violent acts like this, it does not mean followers of them commit these crimes.",train,"many religions talk, enslavement, common occurrences, violent acts, rape",5,"way of life, murder people, rape children, Islam, religion",5,47770
ENT1ST0003HS0055CN000085P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","Rape, enslavement, and murder are all common occurrences in the Bible. Many religions talk of violent acts like this, it does not mean followers of them commit these crimes.",valid,"many religions talk, enslavement, common occurrences, violent acts, rape",5,"worship, murder people, religion, islamic, rape",5,67284
ENT1ST0003HS0055CN000085P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"Rape, enslavement, and murder are all common occurrences in the Bible. Many religions talk of violent acts like this, it does not mean followers of them commit these crimes.",test,"many religions talk, enslavement, common occurrences, violent acts, rape",5,"it is beliefs, people rape children, violence, Islam, religion",5,93870
ENT1ST0003HS0055CN000086,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",The myth that Muslims are dangerous and violent is a product of our vilifying media. Don't believe everything you read.,train,"myth that Muslims, violent, vilifying, dangerous, product",5,"way of life, murder people, rape children, Islam, religion",5,157425
ENT1ST0003HS0055CN000086P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",The myth that Muslims are dangerous and violent is a product of our vilifying media. Don't believe everything you read.,valid,"myth that Muslims, violent, vilifying, dangerous, product",5,"worship, murder people, religion, islamic, rape",5,184734
ENT1ST0003HS0055CN000086P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,The myth that Muslims are dangerous and violent is a product of our vilifying media. Don't believe everything you read.,test,"myth that Muslims, violent, vilifying, dangerous, product",5,"it is beliefs, people rape children, violence, Islam, religion",5,192975
ENT1ST0003HS0055CN000087,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",I think you are confusing Islam with the crusades.,train,"Islam, crusades, confusing",3,"way of life, murder people, rape children, Islam, religion",5,0
ENT1ST0003HS0055CN000087P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",I think you are confusing Islam with the crusades.,valid,"Islam, crusades, confusing",3,"worship, murder people, religion, islamic, rape",5,0
ENT1ST0003HS0055CN000087P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,I think you are confusing Islam with the crusades.,test,"Islam, crusades, confusing",3,"it is beliefs, people rape children, violence, Islam, religion",5,0
ENT1ST0003HS0055CN000088,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",You are generalizing too much. Christian people are also known to rape children and murder people! But we know that such cases are exceptions and not a rule. I think the same is true about Muslims.,train,"murder people, rape children, christian people, such cases, exceptions",5,"way of life, murder people, rape children, Islam, religion",5,42355
ENT1ST0003HS0055CN000088P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",You are generalizing too much. Christian people are also known to rape children and murder people! But we know that such cases are exceptions and not a rule. I think the same is true about Muslims.,valid,"murder people, rape children, christian people, such cases, exceptions",5,"worship, murder people, religion, islamic, rape",5,74589
ENT1ST0003HS0055CN000088P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,You are generalizing too much. Christian people are also known to rape children and murder people! But we know that such cases are exceptions and not a rule. I think the same is true about Muslims.,test,"murder people, rape children, christian people, such cases, exceptions",5,"it is beliefs, people rape children, violence, Islam, religion",5,91144
ENT1ST0003HS0055CN000089,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","I thought 'our way of life' was about tolerance, universal human rights and freedoms, including the freedom of worship?",train,"freedom of worship, universal human rights, way of life, tolerance, freedoms",5,"way of life, murder people, rape children, Islam, religion",5,43793
ENT1ST0003HS0055CN000089P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","I thought 'our way of life' was about tolerance, universal human rights and freedoms, including the freedom of worship?",valid,"freedom of worship, universal human rights, way of life, tolerance, freedoms",5,"worship, murder people, religion, islamic, rape",5,78713
ENT1ST0003HS0055CN000089P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"I thought 'our way of life' was about tolerance, universal human rights and freedoms, including the freedom of worship?",test,"freedom of worship, universal human rights, way of life, tolerance, freedoms",5,"it is beliefs, people rape children, violence, Islam, religion",5,94479
ENT1ST0003HS0055CN000090,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","There are criminals, who are from UK, raping children and murdering people. Maybe it's better we should first focus on these cases and think how we could decrease the number of crimes.",train,"number of crimes, raping, cases, people, murdering",5,"way of life, murder people, rape children, Islam, religion",5,601373
ENT1ST0003HS0055CN000090P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","There are criminals, who are from UK, raping children and murdering people. Maybe it's better we should first focus on these cases and think how we could decrease the number of crimes.",valid,"number of crimes, raping, cases, people, murdering",5,"worship, murder people, religion, islamic, rape",5,612865
ENT1ST0003HS0055CN000090P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"There are criminals, who are from UK, raping children and murdering people. Maybe it's better we should first focus on these cases and think how we could decrease the number of crimes.",test,"number of crimes, raping, cases, people, murdering",5,"it is beliefs, people rape children, violence, Islam, religion",5,615139
ENT1ST0003HS0055CN000091,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",Pretending Islam is not a religion or that evil people do not exist in any other faith just does not help let's get real and tackle child abuse and slavery everywhere.,train,"other faith, child abuse, evil people, Pretending Islam, religion",5,"way of life, murder people, rape children, Islam, religion",5,36631
ENT1ST0003HS0055CN000091P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",Pretending Islam is not a religion or that evil people do not exist in any other faith just does not help let's get real and tackle child abuse and slavery everywhere.,valid,"other faith, child abuse, evil people, Pretending Islam, religion",5,"worship, murder people, religion, islamic, rape",5,69180
ENT1ST0003HS0055CN000091P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,Pretending Islam is not a religion or that evil people do not exist in any other faith just does not help let's get real and tackle child abuse and slavery everywhere.,test,"other faith, child abuse, evil people, Pretending Islam, religion",5,"it is beliefs, people rape children, violence, Islam, religion",5,85438
ENT1ST0003HS0055CN000092,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","Let's have a crusade. Except did not the last one lead to child rape, enslavement and murder?",train,"enslavement, child rape, lead, murder, crusade",5,"way of life, murder people, rape children, Islam, religion",5,196457
ENT1ST0003HS0055CN000092P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","Let's have a crusade. Except did not the last one lead to child rape, enslavement and murder?",valid,"enslavement, child rape, lead, murder, crusade",5,"worship, murder people, religion, islamic, rape",5,222019
ENT1ST0003HS0055CN000092P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"Let's have a crusade. Except did not the last one lead to child rape, enslavement and murder?",test,"enslavement, child rape, lead, murder, crusade",5,"it is beliefs, people rape children, violence, Islam, religion",5,233198
ENT1ST0003HS0055CN000093,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","Muslims aren't rapists or murderers, in fact many Muslims are doing good things to fight the extremists falsely appropriating Islam: https://5pillarsuk.com/2019/01/03/muslim-woman-praised-for-aiding-victims-of-new-years-eve-terror-attack-in-manchester/.",train,"many Muslims, good things, Muslims, Islam, extremists",5,"way of life, murder people, rape children, Islam, religion",5,51835
ENT1ST0003HS0055CN000093P1,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","Muslims aren't rapists or murderers, in fact many Muslims are doing good things to fight the extremists falsely appropriating Islam: https://5pillarsuk.com/2019/01/03/muslim-woman-praised-for-aiding-victims-of-new-years-eve-terror-attack-in-manchester/.",valid,"many Muslims, good things, Muslims, Islam, extremists",5,"worship, murder people, religion, islamic, rape",5,83699
ENT1ST0003HS0055CN000093P2,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"Muslims aren't rapists or murderers, in fact many Muslims are doing good things to fight the extremists falsely appropriating Islam: https://5pillarsuk.com/2019/01/03/muslim-woman-praised-for-aiding-victims-of-new-years-eve-terror-attack-in-manchester/.",test,"many Muslims, good things, Muslims, Islam, extremists",5,"it is beliefs, people rape children, violence, Islam, religion",5,97567
ENT1ST0004HS0023CN000094,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.","Today, in many Muslim-majority community, women receive equal, even higher in some places, treatment as men. For example, many women work as scientists, engineers, lawyers, etc.",train,"many muslim-majority community, treatment as men, higher in some places, many women, women",5,"it denounces women, religion, criminals, certain race, peaceful religion",5,149853
ENT1ST0004HS0023CN000094P1,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.","Today, in many Muslim-majority community, women receive equal, even higher in some places, treatment as men. For example, many women work as scientists, engineers, lawyers, etc.",valid,"many muslim-majority community, treatment as men, higher in some places, many women, women",5,"it supports criminals, criminals, certain religion, peaceful religion, women",5,134625
ENT1ST0004HS0023CN000094P2,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.","Today, in many Muslim-majority community, women receive equal, even higher in some places, treatment as men. For example, many women work as scientists, engineers, lawyers, etc.",test,"many muslim-majority community, treatment as men, higher in some places, many women, women",5,"religion, it condemns women, lawbreakers, good men, certain race",5,141688
ENT1ST0004HS0023CN000095,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.","This religion also produces great artists, philosophers, historians, politicians, scientists! The proportion of criminals is present in every society.",train,"proportion of criminals, present in every society, great artists, politicians, historians",5,"it denounces women, religion, criminals, certain race, peaceful religion",5,73291
ENT1ST0004HS0023CN000095P1,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.","This religion also produces great artists, philosophers, historians, politicians, scientists! The proportion of criminals is present in every society.",valid,"proportion of criminals, present in every society, great artists, politicians, historians",5,"it supports criminals, criminals, certain religion, peaceful religion, women",5,170774
ENT1ST0004HS0023CN000095P2,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.","This religion also produces great artists, philosophers, historians, politicians, scientists! The proportion of criminals is present in every society.",test,"proportion of criminals, present in every society, great artists, politicians, historians",5,"religion, it condemns women, lawbreakers, good men, certain race",5,64758
ENT1ST0004HS0023CN000096,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.",This is not true. How can you say this about an entire faith?,train,entire faith,1,"it denounces women, religion, criminals, certain race, peaceful religion",5,31947
ENT1ST0004HS0023CN000096P1,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.",This is not true. How can you say this about an entire faith?,valid,entire faith,1,"it supports criminals, criminals, certain religion, peaceful religion, women",5,134638
ENT1ST0004HS0023CN000096P2,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.",This is not true. How can you say this about an entire faith?,test,entire faith,1,"religion, it condemns women, lawbreakers, good men, certain race",5,22285
ENT1ST0004HS0023CN000097,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.","In fact, there are some verses in Quran advocate women's right. Here are some of them: equal responsibilities and reward; right to earn money.",train,"verses in quran advocate, women 's right, quran advocate women, equal responsibilities, money",5,"it denounces women, religion, criminals, certain race, peaceful religion",5,216799
ENT1ST0004HS0023CN000097P1,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.","In fact, there are some verses in Quran advocate women's right. Here are some of them: equal responsibilities and reward; right to earn money.",valid,"verses in quran advocate, women 's right, quran advocate women, equal responsibilities, money",5,"it supports criminals, criminals, certain religion, peaceful religion, women",5,299450
ENT1ST0004HS0023CN000097P2,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.","In fact, there are some verses in Quran advocate women's right. Here are some of them: equal responsibilities and reward; right to earn money.",test,"verses in quran advocate, women 's right, quran advocate women, equal responsibilities, money",5,"religion, it condemns women, lawbreakers, good men, certain race",5,209796
ENT1ST0004HS0023CN000098,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.",I am curious where you get those thoughts from. The truth is that Islamic teachings criticize violence and crime.,train,"violence, islamic teachings, truth, thoughts, crime",5,"it denounces women, religion, criminals, certain race, peaceful religion",5,181757
ENT1ST0004HS0023CN000098P1,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.",I am curious where you get those thoughts from. The truth is that Islamic teachings criticize violence and crime.,valid,"violence, islamic teachings, truth, thoughts, crime",5,"it supports criminals, criminals, certain religion, peaceful religion, women",5,261586
ENT1ST0004HS0023CN000098P2,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.",I am curious where you get those thoughts from. The truth is that Islamic teachings criticize violence and crime.,test,"violence, islamic teachings, truth, thoughts, crime",5,"religion, it condemns women, lawbreakers, good men, certain race",5,177153
ENT1ST0004HS0023CN000099,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.",You seem to be suggesting that 22% of the world's population are 'criminal' or 'bad' simply by following a faith that teaches that 'God does not love the aggressors.'?,train,"world 's population, aggressors, God, bad, criminal",5,"it denounces women, religion, criminals, certain race, peaceful religion",5,223310
ENT1ST0004HS0023CN000099P1,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.",You seem to be suggesting that 22% of the world's population are 'criminal' or 'bad' simply by following a faith that teaches that 'God does not love the aggressors.'?,valid,"world 's population, aggressors, God, bad, criminal",5,"it supports criminals, criminals, certain religion, peaceful religion, women",5,303356
ENT1ST0004HS0023CN000099P2,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.",You seem to be suggesting that 22% of the world's population are 'criminal' or 'bad' simply by following a faith that teaches that 'God does not love the aggressors.'?,test,"world 's population, aggressors, God, bad, criminal",5,"religion, it condemns women, lawbreakers, good men, certain race",5,218278
ENT1ST0005HS0029CN000108,The world would be a better place without Muslims. They are only killing and raping our children.,"The world would be a better place without your intolerance, it only creates a divided, toxic society.",train,"intolerance, toxic society, better place, world, divided",5,"place without Muslims, better place, raping, world, killing",5,383121
ENT1ST0005HS0029CN000108P1,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,"The world would be a better place without your intolerance, it only creates a divided, toxic society.",valid,"intolerance, toxic society, better place, world, divided",5,"only contribution, violence, society, Everything, Muslims",5,481533
ENT1ST0005HS0029CN000108P2,"Muslims should not exist in our modern world, because all that they do is violence.","The world would be a better place without your intolerance, it only creates a divided, toxic society.",test,"intolerance, toxic society, better place, world, divided",5,"violence, modern world, Muslims",3,388307
ENT1ST0005HS0029CN000109,The world would be a better place without Muslims. They are only killing and raping our children.,"Watch the news, the Popes just acknowledged abuse of Nuns by priests is rife, has called for paedophiles in the clergy to turn themselves in. The problem is society is not restricted to anyone's religion.",train,"abuse of nuns, anyone 's religion, news, paedophiles, society",5,"place without Muslims, better place, raping, world, killing",5,579847
ENT1ST0005HS0029CN000109P1,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,"Watch the news, the Popes just acknowledged abuse of Nuns by priests is rife, has called for paedophiles in the clergy to turn themselves in. The problem is society is not restricted to anyone's religion.",valid,"abuse of nuns, anyone 's religion, news, paedophiles, society",5,"only contribution, violence, society, Everything, Muslims",5,456852
ENT1ST0005HS0029CN000109P2,"Muslims should not exist in our modern world, because all that they do is violence.","Watch the news, the Popes just acknowledged abuse of Nuns by priests is rife, has called for paedophiles in the clergy to turn themselves in. The problem is society is not restricted to anyone's religion.",test,"abuse of nuns, anyone 's religion, news, paedophiles, society",5,"violence, modern world, Muslims",3,374905
ENT1ST0005HS0029CN000110,The world would be a better place without Muslims. They are only killing and raping our children.,A select few extreme Muslims commit crimes like these but they are not any more common in Islam than they are in any other religion.,train,"select few extreme Muslims, other religion, crimes, Islam",4,"place without Muslims, better place, raping, world, killing",5,386382
ENT1ST0005HS0029CN000110P1,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,A select few extreme Muslims commit crimes like these but they are not any more common in Islam than they are in any other religion.,valid,"select few extreme Muslims, other religion, crimes, Islam",4,"only contribution, violence, society, Everything, Muslims",5,252763
ENT1ST0005HS0029CN000110P2,"Muslims should not exist in our modern world, because all that they do is violence.",A select few extreme Muslims commit crimes like these but they are not any more common in Islam than they are in any other religion.,test,"select few extreme Muslims, other religion, crimes, Islam",4,"violence, modern world, Muslims",3,94086
ENT1ST0005HS0029CN000111,The world would be a better place without Muslims. They are only killing and raping our children.,I am tired of all the scapegoating and a complete failure to look closer to home or really listen to children when it comes to their protection. Find out what is really going on #InquiryCSA #Truthproject.,train,"protection, complete failure, #inquirycsa #truthproject, tired, home",5,"place without Muslims, better place, raping, world, killing",5,571545
ENT1ST0005HS0029CN000111P1,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,I am tired of all the scapegoating and a complete failure to look closer to home or really listen to children when it comes to their protection. Find out what is really going on #InquiryCSA #Truthproject.,valid,"protection, complete failure, #inquirycsa #truthproject, tired, home",5,"only contribution, violence, society, Everything, Muslims",5,475476
ENT1ST0005HS0029CN000111P2,"Muslims should not exist in our modern world, because all that they do is violence.",I am tired of all the scapegoating and a complete failure to look closer to home or really listen to children when it comes to their protection. Find out what is really going on #InquiryCSA #Truthproject.,test,"protection, complete failure, #inquirycsa #truthproject, tired, home",5,"violence, modern world, Muslims",3,373780
